district_name,panchayat_name,ward_name
Idukki,Anavilasam,Ward 17
Idukki,Anavilasam,Ward 18
Idukki,Anavilasam,Ward 19
Idukki,Anavilasam,Ward 20
Idukki,Anakkara,Ward 1
Idukki,Anakkara,Ward 2
Idukki,Anakkara,Ward 3
Idukki,Anakkara,Ward 4
Idukki,Anakkara,Ward 5
Idukki,Anakkara,Ward 6
Idukki,Anakkara,Ward 7
Idukki,Anakkara,Ward 8
Idukki,Anakkara,Ward 9
Idukki,Anakkara,Ward 10
Idukki,Anakkara,Ward 11
Idukki,Anakkara,Ward 12
Idukki,Anakkara,Ward 13
Idukki,Anakkara,Ward 14
Idukki,Anakkara,Ward 15
Idukki,Anakkara,Ward 16
Idukki,Anakkara,Ward 17
Idukki,Anakkara,Ward 18
Idukki,Anakkara,Ward 19
Idukki,Anakkara,Ward 20
Idukki,Ayyappancoil,Ward 1
Idukki,Ayyappancoil,Ward 2
Idukki,Ayyappancoil,Ward 3
Idukki,Ayyappancoil,Ward 4
Idukki,Ayyappancoil,Ward 5
Idukki,Ayyappancoil,Ward 6
Idukki,Ayyappancoil,Ward 7
Idukki,Ayyappancoil,Ward 8
Idukki,Ayyappancoil,Ward 9
Idukki,Ayyappancoil,Ward 10
Idukki,Ayyappancoil,Ward 11
Idukki,Ayyappancoil,Ward 12
Idukki,Ayyappancoil,Ward 13
Idukki,Ayyappancoil,Ward 14
Idukki,Ayyappancoil,Ward 15
Idukki,Ayyappancoil,Ward 16
Idukki,Ayyappancoil,Ward 17
Idukki,Ayyappancoil,Ward 18
Idukki,Ayyappancoil,Ward 19
Idukki,Ayyappancoil,Ward 20
Idukki,Bisonvalley,Ward 1
Idukki,Bisonvalley,Ward 2
Idukki,Bisonvalley,Ward 3
Idukki,Bisonvalley,Ward 4
Idukki,Bisonvalley,Ward 5
Idukki,Bisonvalley,Ward 6
Idukki,Bisonvalley,Ward 7
Idukki,Bisonvalley,Ward 8
Idukki,Bisonvalley,Ward 9
Idukki,Bisonvalley,Ward 10
Idukki,Bisonvalley,Ward 11
Idukki,Bisonvalley,Ward 12
Idukki,Bisonvalley,Ward 13
Idukki,Bisonvalley,Ward 14
Idukki,Bisonvalley,Ward 15
Idukki,Bisonvalley,Ward 16
Idukki,Bisonvalley,Ward 17
Idukki,Bisonvalley,Ward 18
Idukki,Bisonvalley,Ward 19
Idukki,Bisonvalley,Ward 20
Idukki,Chakkupallam,Ward 1
Idukki,Chakkupallam,Ward 2
Idukki,Chakkupallam,Ward 3
Idukki,Chakkupallam,Ward 4
Idukki,Chakkupallam,Ward 5
Idukki,Chakkupallam,Ward 6
Idukki,Chakkupallam,Ward 7
Idukki,Chakkupallam,Ward 8
Idukki,Chakkupallam,Ward 9
Idukki,Chakkupallam,Ward 10
Idukki,Chakkupallam,Ward 11
Idukki,Chakkupallam,Ward 12
Idukki,Chakkupallam,Ward 13
Idukki,Chakkupallam,Ward 14
Idukki,Chakkupallam,Ward 15
Idukki,Chakkupallam,Ward 16
Idukki,Chakkupallam,Ward 17
Idukki,Chakkupallam,Ward 18
Idukki,Chakkupallam,Ward 19
Idukki,Chakkupallam,Ward 20
Idukki,Chinnakkanal,Ward 1
Idukki,Chinnakkanal,Ward 2
Idukki,Chinnakkanal,Ward 3
Idukki,Chinnakkanal,Ward 4
Idukki,Chinnakkanal,Ward 5
Idukki,Chinnakkanal,Ward 6
Idukki,Chinnakkanal,Ward 7
Idukki,Chinnakkanal,Ward 8
Idukki,Chinnakkanal,Ward 9
Idukki,Chinnakkanal,Ward 10
Idukki,Chinnakkanal,Ward 11
Idukki,Chinnakkanal,Ward 12
Idukki,Chinnakkanal,Ward 13
Idukki,Chinnakkanal,Ward 14
Idukki,Chinnakkanal,Ward 15
Idukki,Chinnakkanal,Ward 16
Idukki,Chinnakkanal,Ward 17
Idukki,Chinnakkanal,Ward 18
Idukki,Chinnakkanal,Ward 19
Idukki,Chinnakkanal,Ward 20
Idukki,Devikulam,Ward 1
Idukki,Devikulam,Ward 2
Idukki,Devikulam,Ward 3
Idukki,Devikulam,Ward 4
Idukki,Devikulam,Ward 5
Idukki,Devikulam,Ward 6
Idukki,Devikulam,Ward 7
Idukki,Devikulam,Ward 8
Idukki,Devikulam,Ward 9
Idukki,Devikulam,Ward 10
Idukki,Devikulam,Ward 11
Idukki,Devikulam,Ward 12
Idukki,Devikulam,Ward 13
Idukki,Devikulam,Ward 14
Idukki,Devikulam,Ward 15
Idukki,Devikulam,Ward 16
Idukki,Devikulam,Ward 17
Idukki,Devikulam,Ward 18
Idukki,Devikulam,Ward 19
Idukki,Devikulam,Ward 20
Idukki,Edamalakudy,Ward 1
Idukki,Edamalakudy,Ward 2
Idukki,Edamalakudy,Ward 3
Idukki,Edamalakudy,Ward 4
Idukki,Edamalakudy,Ward 5
Idukki,Edamalakudy,Ward 6
Idukki,Edamalakudy,Ward 7
Idukki,Edamalakudy,Ward 8
Idukki,Edamalakudy,Ward 9
Idukki,Edamalakudy,Ward 10
Idukki,Edamalakudy,Ward 11
Idukki,Edamalakudy,Ward 12
Idukki,Edamalakudy,Ward 13
Idukki,Edamalakudy,Ward 14
Idukki,Edamalakudy,Ward 15
Idukki,Edamalakudy,Ward 16
Idukki,Edamalakudy,Ward 17
Idukki,Edamalakudy,Ward 18
Idukki,Edamalakudy,Ward 19
Idukki,Edamalakudy,Ward 20
Idukki,Ellakkal,Ward 1
Idukki,Ellakkal,Ward 2
Idukki,Ellakkal,Ward 3
Idukki,Ellakkal,Ward 4
Idukki,Ellakkal,Ward 5
Idukki,Ellakkal,Ward 6
Idukki,Ellakkal,Ward 7
Idukki,Ellakkal,Ward 8
Idukki,Ellakkal,Ward 9
Idukki,Ellakkal,Ward 10
Idukki,Ellakkal,Ward 11
Idukki,Ellakkal,Ward 12
Idukki,Ellakkal,Ward 13
Idukki,Ellakkal,Ward 14
Idukki,Ellakkal,Ward 15
Idukki,Ellakkal,Ward 16
Idukki,Ellakkal,Ward 17
Idukki,Ellakkal,Ward 18
Idukki,Ellakkal,Ward 19
Idukki,Ellakkal,Ward 20
Idukki,Erattayar,Ward 1
Idukki,Erattayar,Ward 2
Idukki,Erattayar,Ward 3
Idukki,Erattayar,Ward 4
Idukki,Erattayar,Ward 5
Idukki,Erattayar,Ward 6
Idukki,Erattayar,Ward 7
Idukki,Erattayar,Ward 8
Idukki,Erattayar,Ward 9
Idukki,Erattayar,Ward 10
Idukki,Erattayar,Ward 11
Idukki,Erattayar,Ward 12
Idukki,Erattayar,Ward 13
Idukki,Erattayar,Ward 14
Idukki,Erattayar,Ward 15
Idukki,Erattayar,Ward 16
Idukki,Erattayar,Ward 17
Idukki,Erattayar,Ward 18
Idukki,Erattayar,Ward 19
Idukki,Erattayar,Ward 20
Idukki,Kattappana,Ward 1
Idukki,Kattappana,Ward 2
Idukki,Kattappana,Ward 3
Idukki,Kattappana,Ward 4
Idukki,Kattappana,Ward 5
Idukki,Kattappana,Ward 6
Idukki,Kattappana,Ward 7
Idukki,Kattappana,Ward 8
Idukki,Kattappana,Ward 9
Idukki,Kattappana,Ward 10
Idukki,Kattappana,Ward 11
Idukki,Kattappana,Ward 12
Idukki,Kattappana,Ward 13
Idukki,Kattappana,Ward 14
Idukki,Kattappana,Ward 15
Idukki,Kattappana,Ward 16
Idukki,Kattappana,Ward 17
Idukki,Kattappana,Ward 18
Idukki,Kattappana,Ward 19
Idukki,Kattappana,Ward 20
Idukki,Kumily,Ward 1
Idukki,Kumily,Ward 2
Idukki,Kumily,Ward 3
Idukki,Kumily,Ward 4
Idukki,Kumily,Ward 5
Idukki,Kumily,Ward 6
Idukki,Kumily,Ward 7
Idukki,Kumily,Ward 8
Idukki,Kumily,Ward 9
Idukki,Kumily,Ward 10
Idukki,Kumily,Ward 11
Idukki,Kumily,Ward 12
Idukki,Kumily,Ward 13
Idukki,Kumily,Ward 14
Idukki,Kumily,Ward 15
Idukki,Kumily,Ward 16
Idukki,Kumily,Ward 17
Idukki,Kumily,Ward 18
Idukki,Kumily,Ward 19
Idukki,Kumily,Ward 20
Idukki,Konnathady,Ward 1
Idukki,Konnathady,Ward 2
Idukki,Konnathady,Ward 3
Idukki,Konnathady,Ward 4
Idukki,Konnathady,Ward 5
Idukki,Konnathady,Ward 6
Idukki,Konnathady,Ward 7
Idukki,Konnathady,Ward 8
Idukki,Konnathady,Ward 9
Idukki,Konnathady,Ward 10
Idukki,Konnathady,Ward 11
Idukki,Konnathady,Ward 12
Idukki,Konnathady,Ward 13
Idukki,Konnathady,Ward 14
Idukki,Konnathady,Ward 15
Idukki,Konnathady,Ward 16
Idukki,Konnathady,Ward 17
Idukki,Konnathady,Ward 18
Idukki,Konnathady,Ward 19
Idukki,Konnathady,Ward 20
Idukki,Kanjikkuzhy,Ward 1
Idukki,Kanjikkuzhy,Ward 2
Idukki,Kanjikkuzhy,Ward 3
Idukki,Kanjikkuzhy,Ward 4
Idukki,Kanjikkuzhy,Ward 5
Idukki,Kanjikkuzhy,Ward 6
Idukki,Kanjikkuzhy,Ward 7
Idukki,Kanjikkuzhy,Ward 8
Idukki,Kanjikkuzhy,Ward 9
Idukki,Kanjikkuzhy,Ward 10
Idukki,Kanjikkuzhy,Ward 11
Idukki,Kanjikkuzhy,Ward 12
Idukki,Kanjikkuzhy,Ward 13
Idukki,Kanjikkuzhy,Ward 14
Idukki,Kanjikkuzhy,Ward 15
Idukki,Kanjikkuzhy,Ward 16
Idukki,Kanjikkuzhy,Ward 17
Idukki,Kanjikkuzhy,Ward 18
Idukki,Kanjikkuzhy,Ward 19
Idukki,Kanjikkuzhy,Ward 20
Idukki,Kurinjimala,Ward 1
Idukki,Kurinjimala,Ward 2
Idukki,Kurinjimala,Ward 3
Idukki,Kurinjimala,Ward 4
Idukki,Kurinjimala,Ward 5
Idukki,Kurinjimala,Ward 6
Idukki,Kurinjimala,Ward 7
Idukki,Kurinjimala,Ward 8
Idukki,Kurinjimala,Ward 9
Idukki,Kurinjimala,Ward 10
Idukki,Kurinjimala,Ward 11
Idukki,Kurinjimala,Ward 12
Idukki,Kurinjimala,Ward 13
Idukki,Kurinjimala,Ward 14
Idukki,Kurinjimala,Ward 15
Idukki,Kurinjimala,Ward 16
Idukki,Kurinjimala,Ward 17
Idukki,Kurinjimala,Ward 18
Idukki,Kurinjimala,Ward 19
Idukki,Kurinjimala,Ward 20
Idukki,Karimban,Ward 1
Idukki,Karimban,Ward 2
Idukki,Karimban,Ward 3
Idukki,Karimban,Ward 4
Idukki,Karimban,Ward 5
Idukki,Karimban,Ward 6
Idukki,Karimban,Ward 7
Idukki,Karimban,Ward 8
Idukki,Karimban,Ward 9
Idukki,Karimban,Ward 10
Idukki,Karimban,Ward 11
Idukki,Karimban,Ward 12
Idukki,Karimban,Ward 13
Idukki,Karimban,Ward 14
Idukki,Karimban,Ward 15
Idukki,Karimban,Ward 16
Idukki,Karimban,Ward 17
Idukki,Karimban,Ward 18
Idukki,Karimban,Ward 19
Idukki,Karimban,Ward 20
Idukki,Kattapana,Ward 1
Idukki,Kattapana,Ward 2
Idukki,Kattapana,Ward 3
Idukki,Kattapana,Ward 4
Idukki,Kattapana,Ward 5
Idukki,Kattapana,Ward 6
Idukki,Kattapana,Ward 7
Idukki,Kattapana,Ward 8
Idukki,Kattapana,Ward 9
Idukki,Kattapana,Ward 10
Idukki,Kattapana,Ward 11
Idukki,Kattapana,Ward 12
Idukki,Kattapana,Ward 13
Idukki,Kattapana,Ward 14
Idukki,Kattapana,Ward 15
Idukki,Kattapana,Ward 16
Idukki,Kattapana,Ward 17
Idukki,Kattapana,Ward 18
Idukki,Kattapana,Ward 19
Idukki,Kattapana,Ward 20
Idukki,Kattappana East,Ward 1
Idukki,Kattappana East,Ward 2
Idukki,Kattappana East,Ward 3
Idukki,Kattappana East,Ward 4
Idukki,Kattappana East,Ward 5
Idukki,Kattappana East,Ward 6
Idukki,Kattappana East,Ward 7
Idukki,Kattappana East,Ward 8
Idukki,Kattappana East,Ward 9
Idukki,Kattappana East,Ward 10
Idukki,Kattappana East,Ward 11
Idukki,Kattappana East,Ward 12
Idukki,Kattappana East,Ward 13
Idukki,Kattappana East,Ward 14
Idukki,Kattappana East,Ward 15
Idukki,Kattappana East,Ward 16
Idukki,Kattappana East,Ward 17
Idukki,Kattappana East,Ward 18
Idukki,Kattappana East,Ward 19
Idukki,Kattappana East,Ward 20
Idukki,Kattappana North,Ward 1
Idukki,Kattappana North,Ward 2
Idukki,Kattappana North,Ward 3
Idukki,Kattappana North,Ward 4
Idukki,Kattappana North,Ward 5
Idukki,Kattappana North,Ward 6
Idukki,Kattappana North,Ward 7
Idukki,Kattappana North,Ward 8
Idukki,Kattappana North,Ward 9
Idukki,Kattappana North,Ward 10
Idukki,Kattappana North,Ward 11
Idukki,Kattappana North,Ward 12
Idukki,Kattappana North,Ward 13
Idukki,Kattappana North,Ward 14
Idukki,Kattappana North,Ward 15
Idukki,Kattappana North,Ward 16
Idukki,Kattappana North,Ward 17
Idukki,Kattappana North,Ward 18
Idukki,Kattappana North,Ward 19
Idukki,Kattappana North,Ward 20
Idukki,Kattappana South,Ward 1
Idukki,Kattappana South,Ward 2
Idukki,Kattappana South,Ward 3
Idukki,Kattappana South,Ward 4
Idukki,Kattappana South,Ward 5
Idukki,Kattappana South,Ward 6
Idukki,Kattappana South,Ward 7
Idukki,Kattappana South,Ward 8
Idukki,Kattappana South,Ward 9
Idukki,Kattappana South,Ward 10
Idukki,Kattappana South,Ward 11
Idukki,Kattappana South,Ward 12
Idukki,Kattappana South,Ward 13
Idukki,Kattappana South,Ward 14
Idukki,Kattappana South,Ward 15
Idukki,Kattappana South,Ward 16
Idukki,Kattappana South,Ward 17
Idukki,Kattappana South,Ward 18
Idukki,Kattappana South,Ward 19
Idukki,Kattappana South,Ward 20
Idukki,Mankulam,Ward 1
Idukki,Mankulam,Ward 2
Idukki,Mankulam,Ward 3
Idukki,Mankulam,Ward 4
Idukki,Mankulam,Ward 5
Idukki,Mankulam,Ward 6
Idukki,Mankulam,Ward 7
Idukki,Mankulam,Ward 8
Idukki,Mankulam,Ward 9
Idukki,Mankulam,Ward 10
Idukki,Mankulam,Ward 11
Idukki,Mankulam,Ward 12
Idukki,Mankulam,Ward 13
Idukki,Mankulam,Ward 14
Idukki,Mankulam,Ward 15
Idukki,Mankulam,Ward 16
Idukki,Mankulam,Ward 17
Idukki,Mankulam,Ward 18
Idukki,Mankulam,Ward 19
Idukki,Mankulam,Ward 20
Idukki,Muttom,Ward 1
Idukki,Muttom,Ward 2
Idukki,Muttom,Ward 3
Idukki,Muttom,Ward 4
Idukki,Muttom,Ward 5
Idukki,Muttom,Ward 6
Idukki,Muttom,Ward 7
Idukki,Muttom,Ward 8
Idukki,Muttom,Ward 9
Idukki,Muttom,Ward 10
Idukki,Muttom,Ward 11
Idukki,Muttom,Ward 12
Idukki,Muttom,Ward 13
Idukki,Muttom,Ward 14
Idukki,Muttom,Ward 15
Idukki,Muttom,Ward 16
Idukki,Muttom,Ward 17
Idukki,Muttom,Ward 18
Idukki,Muttom,Ward 19
Idukki,Muttom,Ward 20
Idukki,Moolamattom,Ward 1
Idukki,Moolamattom,Ward 2
Idukki,Moolamattom,Ward 3
Idukki,Moolamattom,Ward 4
Idukki,Moolamattom,Ward 5
Idukki,Moolamattom,Ward 6
Idukki,Moolamattom,Ward 7
Idukki,Moolamattom,Ward 8
Idukki,Moolamattom,Ward 9
Idukki,Moolamattom,Ward 10
Idukki,Moolamattom,Ward 11
Idukki,Moolamattom,Ward 12
Idukki,Moolamattom,Ward 13
Idukki,Moolamattom,Ward 14
Idukki,Moolamattom,Ward 15
Idukki,Moolamattom,Ward 16
Idukki,Moolamattom,Ward 17
Idukki,Moolamattom,Ward 18
Idukki,Moolamattom,Ward 19
Idukki,Moolamattom,Ward 20
Idukki,Moolamattom East,Ward 1
Idukki,Moolamattom East,Ward 2
Idukki,Moolamattom East,Ward 3
Idukki,Moolamattom East,Ward 4
Idukki,Moolamattom East,Ward 5
Idukki,Moolamattom East,Ward 6
Idukki,Moolamattom East,Ward 7
Idukki,Moolamattom East,Ward 8
Idukki,Moolamattom East,Ward 9
Idukki,Moolamattom East,Ward 10
Idukki,Moolamattom East,Ward 11
Idukki,Moolamattom East,Ward 12
Idukki,Moolamattom East,Ward 13
Idukki,Moolamattom East,Ward 14
Idukki,Moolamattom East,Ward 15
Idukki,Moolamattom East,Ward 16
Idukki,Moolamattom East,Ward 17
Idukki,Moolamattom East,Ward 18
Idukki,Moolamattom East,Ward 19
Idukki,Moolamattom East,Ward 20
Idukki,Nedumkandam,Ward 1
Idukki,Nedumkandam,Ward 2
Idukki,Nedumkandam,Ward 3
Idukki,Nedumkandam,Ward 4
Idukki,Nedumkandam,Ward 5
Idukki,Nedumkandam,Ward 6
Idukki,Nedumkandam,Ward 7
Idukki,Nedumkandam,Ward 8
Idukki,Nedumkandam,Ward 9
Idukki,Nedumkandam,Ward 10
Idukki,Nedumkandam,Ward 11
Idukki,Nedumkandam,Ward 12
Idukki,Nedumkandam,Ward 13
Idukki,Nedumkandam,Ward 14
Idukki,Nedumkandam,Ward 15
Idukki,Nedumkandam,Ward 16
Idukki,Nedumkandam,Ward 17
Idukki,Nedumkandam,Ward 18
Idukki,Nedumkandam,Ward 19
Idukki,Nedumkandam,Ward 20
Idukki,Painavu,Ward 1
Idukki,Painavu,Ward 2
Idukki,Painavu,Ward 3
Idukki,Painavu,Ward 4
Idukki,Painavu,Ward 5
Idukki,Painavu,Ward 6
Idukki,Painavu,Ward 7
Idukki,Painavu,Ward 8
Idukki,Painavu,Ward 9
Idukki,Painavu,Ward 10
Idukki,Painavu,Ward 11
Idukki,Painavu,Ward 12
Idukki,Painavu,Ward 13
Idukki,Painavu,Ward 14
Idukki,Painavu,Ward 15
Idukki,Painavu,Ward 16
Idukki,Painavu,Ward 17
Idukki,Painavu,Ward 18
Idukki,Painavu,Ward 19
Idukki,Painavu,Ward 20
Idukki,Peruvanthanam,Ward 1
Idukki,Peruvanthanam,Ward 2
Idukki,Peruvanthanam,Ward 3
Idukki,Peruvanthanam,Ward 4
Idukki,Peruvanthanam,Ward 5
Idukki,Peruvanthanam,Ward 6
Idukki,Peruvanthanam,Ward 7
Idukki,Peruvanthanam,Ward 8
Idukki,Peruvanthanam,Ward 9
Idukki,Peruvanthanam,Ward 10
Idukki,Peruvanthanam,Ward 11
Idukki,Peruvanthanam,Ward 12
Idukki,Peruvanthanam,Ward 13
Idukki,Peruvanthanam,Ward 14
Idukki,Peruvanthanam,Ward 15
Idukki,Peruvanthanam,Ward 16
Idukki,Peruvanthanam,Ward 17
Idukki,Peruvanthanam,Ward 18
Idukki,Peruvanthanam,Ward 19
Idukki,Peruvanthanam,Ward 20
Idukki,Pallivasal,Ward 1
Idukki,Pallivasal,Ward 2
Idukki,Pallivasal,Ward 3
Idukki,Pallivasal,Ward 4
Idukki,Pallivasal,Ward 5
Idukki,Pallivasal,Ward 6
Idukki,Pallivasal,Ward 7
Idukki,Pallivasal,Ward 8
Idukki,Pallivasal,Ward 9
Idukki,Pallivasal,Ward 10
Idukki,Pallivasal,Ward 11
Idukki,Pallivasal,Ward 12
Idukki,Pallivasal,Ward 13
Idukki,Pallivasal,Ward 14
Idukki,Pallivasal,Ward 15
Idukki,Pallivasal,Ward 16
Idukki,Pallivasal,Ward 17
Idukki,Pallivasal,Ward 18
Idukki,Pallivasal,Ward 19
Idukki,Pallivasal,Ward 20
Idukki,Pannoor,Ward 1
Idukki,Pannoor,Ward 2
Idukki,Pannoor,Ward 3
Idukki,Pannoor,Ward 4
Idukki,Pannoor,Ward 5
Idukki,Pannoor,Ward 6
Idukki,Pannoor,Ward 7
Idukki,Pannoor,Ward 8
Idukki,Pannoor,Ward 9
Idukki,Pannoor,Ward 10
Idukki,Pannoor,Ward 11
Idukki,Pannoor,Ward 12
Idukki,Pannoor,Ward 13
Idukki,Pannoor,Ward 14
Idukki,Pannoor,Ward 15
Idukki,Pannoor,Ward 16
Idukki,Pannoor,Ward 17
Idukki,Pannoor,Ward 18
Idukki,Pannoor,Ward 19
Idukki,Pannoor,Ward 20
Idukki,Periyar,Ward 1
Idukki,Periyar,Ward 2
Idukki,Periyar,Ward 3
Idukki,Periyar,Ward 4
Idukki,Periyar,Ward 5
Idukki,Periyar,Ward 6
Idukki,Periyar,Ward 7
Idukki,Periyar,Ward 8
Idukki,Periyar,Ward 9
Idukki,Periyar,Ward 10
Idukki,Periyar,Ward 11
Idukki,Periyar,Ward 12
Idukki,Periyar,Ward 13
Idukki,Periyar,Ward 14
Idukki,Periyar,Ward 15
Idukki,Periyar,Ward 16
Idukki,Periyar,Ward 17
Idukki,Periyar,Ward 18
Idukki,Periyar,Ward 19
Idukki,Periyar,Ward 20
Idukki,Puttady,Ward 1
Idukki,Puttady,Ward 2
Idukki,Puttady,Ward 3
Idukki,Puttady,Ward 4
Idukki,Puttady,Ward 5
Idukki,Puttady,Ward 6
Idukki,Puttady,Ward 7
Idukki,Puttady,Ward 8
Idukki,Puttady,Ward 9
Idukki,Puttady,Ward 10
Idukki,Puttady,Ward 11
Idukki,Puttady,Ward 12
Idukki,Puttady,Ward 13
Idukki,Puttady,Ward 14
Idukki,Puttady,Ward 15
Idukki,Puttady,Ward 16
Idukki,Puttady,Ward 17
Idukki,Puttady,Ward 18
Idukki,Puttady,Ward 19
Idukki,Puttady,Ward 20
Idukki,Puliyanmala,Ward 1
Idukki,Puliyanmala,Ward 2
Idukki,Puliyanmala,Ward 3
Idukki,Puliyanmala,Ward 4
Idukki,Puliyanmala,Ward 5
Idukki,Puliyanmala,Ward 6
Idukki,Puliyanmala,Ward 7
Idukki,Puliyanmala,Ward 8
Idukki,Puliyanmala,Ward 9
Idukki,Puliyanmala,Ward 10
Idukki,Puliyanmala,Ward 11
Idukki,Puliyanmala,Ward 12
Idukki,Puliyanmala,Ward 13
Idukki,Puliyanmala,Ward 14
Idukki,Puliyanmala,Ward 15
Idukki,Puliyanmala,Ward 16
Idukki,Puliyanmala,Ward 17
Idukki,Puliyanmala,Ward 18
Idukki,Puliyanmala,Ward 19
Idukki,Puliyanmala,Ward 20
Idukki,Ramakkalmedu,Ward 1
Idukki,Ramakkalmedu,Ward 2
Idukki,Ramakkalmedu,Ward 3
Idukki,Ramakkalmedu,Ward 4
Idukki,Ramakkalmedu,Ward 5
Idukki,Ramakkalmedu,Ward 6
Idukki,Ramakkalmedu,Ward 7
Idukki,Ramakkalmedu,Ward 8
Idukki,Ramakkalmedu,Ward 9
Idukki,Ramakkalmedu,Ward 10
Idukki,Ramakkalmedu,Ward 11
Idukki,Ramakkalmedu,Ward 12
Idukki,Ramakkalmedu,Ward 13
Idukki,Ramakkalmedu,Ward 14
Idukki,Ramakkalmedu,Ward 15
Idukki,Ramakkalmedu,Ward 16
Idukki,Ramakkalmedu,Ward 17
Idukki,Ramakkalmedu,Ward 18
Idukki,Ramakkalmedu,Ward 19
Idukki,Ramakkalmedu,Ward 20
Idukki,Santhanpara,Ward 1
Idukki,Santhanpara,Ward 2
Idukki,Santhanpara,Ward 3
Idukki,Santhanpara,Ward 4
Idukki,Santhanpara,Ward 5
Idukki,Santhanpara,Ward 6
Idukki,Santhanpara,Ward 7
Idukki,Santhanpara,Ward 8
Idukki,Santhanpara,Ward 9
Idukki,Santhanpara,Ward 10
Idukki,Santhanpara,Ward 11
Idukki,Santhanpara,Ward 12
Idukki,Santhanpara,Ward 13
Idukki,Santhanpara,Ward 14
Idukki,Santhanpara,Ward 15
Idukki,Santhanpara,Ward 16
Idukki,Santhanpara,Ward 17
Idukki,Santhanpara,Ward 18
Idukki,Santhanpara,Ward 19
Idukki,Santhanpara,Ward 20
Idukki,Senapathy,Ward 1
Idukki,Senapathy,Ward 2
Idukki,Senapathy,Ward 3
Idukki,Senapathy,Ward 4
Idukki,Senapathy,Ward 5
Idukki,Senapathy,Ward 6
Idukki,Senapathy,Ward 7
Idukki,Senapathy,Ward 8
Idukki,Senapathy,Ward 9
Idukki,Senapathy,Ward 10
Idukki,Senapathy,Ward 11
Idukki,Senapathy,Ward 12
Idukki,Senapathy,Ward 13
Idukki,Senapathy,Ward 14
Idukki,Senapathy,Ward 15
Idukki,Senapathy,Ward 16
Idukki,Senapathy,Ward 17
Idukki,Senapathy,Ward 18
Idukki,Senapathy,Ward 19
Idukki,Senapathy,Ward 20
Idukki,Suryanelli,Ward 1
Idukki,Suryanelli,Ward 2
Idukki,Suryanelli,Ward 3
Idukki,Suryanelli,Ward 4
Idukki,Suryanelli,Ward 5
Idukki,Suryanelli,Ward 6
Idukki,Suryanelli,Ward 7
Idukki,Suryanelli,Ward 8
Idukki,Suryanelli,Ward 9
Idukki,Suryanelli,Ward 10
Idukki,Suryanelli,Ward 11
Idukki,Suryanelli,Ward 12
Idukki,Suryanelli,Ward 13
Idukki,Suryanelli,Ward 14
Idukki,Suryanelli,Ward 15
Idukki,Suryanelli,Ward 16
Idukki,Suryanelli,Ward 17
Idukki,Suryanelli,Ward 18
Idukki,Suryanelli,Ward 19
Idukki,Suryanelli,Ward 20
Idukki,Thopramkudy,Ward 1
Idukki,Thopramkudy,Ward 2
Idukki,Thopramkudy,Ward 3
Idukki,Thopramkudy,Ward 4
Idukki,Thopramkudy,Ward 5
Idukki,Thopramkudy,Ward 6
Idukki,Thopramkudy,Ward 7
Idukki,Thopramkudy,Ward 8
Idukki,Thopramkudy,Ward 9
Idukki,Thopramkudy,Ward 10
Idukki,Thopramkudy,Ward 11
Idukki,Thopramkudy,Ward 12
Idukki,Thopramkudy,Ward 13
Idukki,Thopramkudy,Ward 14
Idukki,Thopramkudy,Ward 15
Idukki,Thopramkudy,Ward 16
Idukki,Thopramkudy,Ward 17
Idukki,Thopramkudy,Ward 18
Idukki,Thopramkudy,Ward 19
Idukki,Thopramkudy,Ward 20
Idukki,Udumbanchola,Ward 1
Idukki,Udumbanchola,Ward 2
Idukki,Udumbanchola,Ward 3
Idukki,Udumbanchola,Ward 4
Idukki,Udumbanchola,Ward 5
Idukki,Udumbanchola,Ward 6
Idukki,Udumbanchola,Ward 7
Idukki,Udumbanchola,Ward 8
Idukki,Udumbanchola,Ward 9
Idukki,Udumbanchola,Ward 10
Idukki,Udumbanchola,Ward 11
Idukki,Udumbanchola,Ward 12
Idukki,Udumbanchola,Ward 13
Idukki,Udumbanchola,Ward 14
Idukki,Udumbanchola,Ward 15
Idukki,Udumbanchola,Ward 16
Idukki,Udumbanchola,Ward 17
Idukki,Udumbanchola,Ward 18
Idukki,Udumbanchola,Ward 19
Idukki,Udumbanchola,Ward 20
Idukki,Udumbannoor,Ward 1
Idukki,Udumbannoor,Ward 2
Idukki,Udumbannoor,Ward 3
Idukki,Udumbannoor,Ward 4
Idukki,Udumbannoor,Ward 5
Idukki,Udumbannoor,Ward 6
Idukki,Udumbannoor,Ward 7
Idukki,Udumbannoor,Ward 8
Idukki,Udumbannoor,Ward 9
Idukki,Udumbannoor,Ward 10
Idukki,Udumbannoor,Ward 11
Idukki,Udumbannoor,Ward 12
Idukki,Udumbannoor,Ward 13
Idukki,Udumbannoor,Ward 14
Idukki,Udumbannoor,Ward 15
Idukki,Udumbannoor,Ward 16
Idukki,Udumbannoor,Ward 17
Idukki,Udumbannoor,Ward 18
Idukki,Udumbannoor,Ward 19
Idukki,Udumbannoor,Ward 20
Idukki,Vandanmedu,Ward 1
Idukki,Vandanmedu,Ward 2
Idukki,Vandanmedu,Ward 3
Idukki,Vandanmedu,Ward 4
Idukki,Vandanmedu,Ward 5
Idukki,Vandanmedu,Ward 6
Idukki,Vandanmedu,Ward 7
Idukki,Vandanmedu,Ward 8
Idukki,Vandanmedu,Ward 9
Idukki,Vandanmedu,Ward 10
